S10	S11	S12	S13	S13prime	S14	S15	S16	S17	S18	S19	S1	S20	S20prime	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S3	S4	S5	S6	S7	S8	S9	gene.names
6	9	6	5	12	10	7	11	8	2	10	2	20	23	14	27	46	76	26	82	87	84	32	2	167	51	43	189	195	44	294	17	8	5	3	1	8	6	2	3	CAGL0I08943g
3307	3050	2449	2092	3009	2430	1682	2646	1532	1430	1778	353	2539	3218	2774	3127	3280	4847	1517	4248	2846	3140	2226	1225	3785	2358	1747	3131	2423	1681	2264	1567	1575	726	930	1073	1190	2057	1054	1359	CAGL0I08965g
186	223	114	166	160	174	136	199	115	105	155	38	241	368	309	382	457	754	219	320	502	580	297	232	670	359	241	516	556	234	488	342	301	122	189	185	215	161	71	89	CAGL0I08987g
1077	1162	1024	912	1333	1006	742	1097	617	604	845	60	1311	1592	1489	1640	1840	2781	1012	2711	1675	1707	1519	239	2352	1858	1151	1714	1377	1085	1442	421	374	126	155	205	217	622	308	401	CAGL0I09009g
368	335	256	218	291	212	180	284	135	146	236	70	286	369	277	311	430	523	232	527	351	417	316	197	499	326	258	396	415	276	407	268	223	106	156	162	205	197	145	154	CAGL0I09042g
718	450	347	271	450	295	281	406	178	157	225	182	276	446	358	328	438	427	204	485	332	306	261	471	544	281	204	414	362	315	401	679	737	335	406	446	462	437	247	291	CAGL0I09064g
52	72	56	67	115	69	65	84	89	68	84	23	137	167	240	259	259	685	149	460	555	684	292	54	999	365	244	873	739	159	723	65	61	42	72	63	79	42	26	32	CAGL0I09086g
481	183	120	210	226	200	106	155	143	143	159	45	203	299	440	447	350	1101	247	547	809	824	438	133	1252	436	294	813	1010	362	896	99	147	96	94	111	96	168	81	148	CAGL0I09108g
580	514	419	310	523	333	340	466	258	243	329	79	425	515	542	545	742	1030	408	1039	733	839	601	240	1135	795	455	916	915	477	879	305	327	129	169	178	211	272	164	193	CAGL0I09130g
80	29	22	26	33	26	17	20	12	12	32	104	46	29	44	58	73	125	59	201	148	139	111	196	196	79	90	176	183	151	204	235	214	115	146	133	176	56	42	30	CAGL0I09152g
74	51	40	41	45	30	32	56	23	11	39	42	44	50	42	58	61	66	41	82	47	59	55	117	79	47	57	65	63	51	81	148	165	66	101	90	108	63	50	35	CAGL0I09174g
142	100	88	69	77	55	56	107	39	31	98	121	134	189	133	139	297	367	231	627	315	319	344	290	488	267	351	479	447	423	570	411	425	176	200	201	229	124	87	77	CAGL0I09196g
740	655	473	411	625	451	358	530	280	239	437	167	563	750	648	699	957	1219	556	1392	910	965	853	602	1418	903	823	1006	1091	822	1152	764	767	362	496	457	582	547	307	299	CAGL0I09218g
611	242	165	215	204	177	95	129	97	66	104	308	172	228	180	239	349	524	276	542	401	447	533	1194	697	487	473	580	537	563	586	1298	1302	723	1022	940	1029	433	245	280	CAGL0I09240g
593	487	403	396	494	443	359	653	306	302	460	85	750	1088	661	651	974	1176	605	1237	604	754	1000	418	965	1371	833	682	630	771	708	581	521	194	259	330	319	342	138	206	CAGL0I09262g
1478	1467	710	1635	1161	1777	1067	1903	1218	1154	1164	78	2529	3731	3055	3472	4045	5826	2704	2987	3749	4497	4444	1132	5824	6607	3641	4761	4661	3861	4644	1466	1363	540	674	701	741	1030	355	597	CAGL0I09284g
383	330	333	288	385	312	209	353	191	195	299	52	417	475	432	547	675	1007	381	1038	657	902	578	162	1095	757	407	876	786	452	868	256	260	78	115	115	139	177	122	110	CAGL0I09306g
693	625	546	410	490	385	267	387	209	166	361	135	465	628	488	539	683	960	325	783	707	709	607	482	1229	804	604	872	826	483	768	487	509	287	476	481	516	553	295	271	CAGL0I09328g
360	151	137	100	163	79	117	141	74	68	152	549	218	267	280	288	465	834	331	880	776	757	524	1148	1271	566	529	1164	1002	578	1205	1400	1725	627	810	741	887	267	202	199	CAGL0I09350g
931	652	616	521	771	572	408	725	289	240	482	214	572	703	436	499	540	616	252	730	389	445	395	508	491	322	318	412	419	297	479	635	646	304	334	427	424	526	329	347	CAGL0I09372g
807	768	730	587	865	631	612	990	466	425	784	197	1068	1368	925	1118	1759	2206	989	2869	1459	1631	1483	518	2222	1688	1422	1983	1789	1428	1931	978	1039	285	350	404	457	541	283	322	CAGL0I09394g
240	159	158	127	187	131	96	181	106	99	138	59	189	257	243	287	318	495	198	533	448	536	314	186	632	337	289	539	641	299	740	256	271	114	144	149	217	129	108	96	CAGL0I09416g
84	36	22	27	57	16	19	24	16	10	26	151	37	36	45	54	82	174	66	154	151	175	110	330	230	55	82	187	221	112	248	344	404	189	219	247	254	73	56	63	CAGL0I09438g
517	337	278	250	345	294	157	238	151	127	194	108	256	324	317	317	349	578	172	475	398	418	269	191	549	311	234	465	442	233	454	326	333	108	152	180	228	305	170	244	CAGL0I09460g
3088	2513	2145	1930	2765	2070	1496	2379	1429	1278	1692	409	2122	2595	2582	2796	2071	3962	971	2681	2554	2917	1721	1248	4135	2648	1519	3645	3120	1507	3880	1432	1401	788	987	1282	1263	1534	927	1151	CAGL0I09482g
2069	1030	886	1247	1878	1257	495	825	772	650	631	160	817	996	1368	1360	817	1860	369	1231	1269	1340	684	542	1906	1113	584	1676	1391	648	1670	593	538	296	411	558	573	697	426	723	CAGL0I09504g
407	297	285	200	281	193	166	266	116	92	209	102	220	322	213	251	364	409	202	578	296	331	337	246	483	333	243	406	348	309	396	361	363	156	218	251	300	242	141	160	CAGL0I09526g
2220	1587	1376	1238	1879	1494	972	1787	761	686	1114	383	1288	1722	1058	1152	1000	1153	389	1044	590	620	535	1001	730	556	487	629	571	445	633	1218	1301	589	575	830	827	970	629	725	CAGL0I09548g
684	495	453	299	447	286	250	323	170	159	291	279	413	573	483	495	670	891	397	1039	560	676	689	817	928	745	580	750	653	619	802	1184	1196	488	650	676	796	526	313	302	CAGL0I09570g
75	70	31	44	40	30	25	35	32	31	35	83	68	87	127	110	134	475	107	109	381	333	162	551	711	224	150	733	511	198	672	975	814	378	577	441	520	105	64	60	CAGL0I09592g
1296	1016	813	531	817	542	449	648	308	255	504	521	601	799	717	684	928	1314	506	1261	892	964	765	1333	1433	920	734	1238	1167	844	1383	1608	1970	923	1091	1135	1216	994	679	592	CAGL0I09614g
333	310	220	200	295	179	190	277	141	113	237	101	334	414	331	383	539	649	328	885	471	576	487	230	812	559	465	666	665	438	728	343	307	126	215	191	240	204	126	156	CAGL0I09636g
185	123	135	83	111	90	51	107	51	38	77	58	119	128	98	130	172	279	93	329	173	258	198	134	339	184	204	316	341	209	425	148	167	69	111	111	124	122	64	77	CAGL0I09658g
96	57	52	90	122	108	35	65	67	71	57	27	63	129	161	208	145	391	66	189	280	381	140	58	428	97	118	297	315	108	302	72	82	23	35	31	45	48	34	50	CAGL0I09680g
620	191	223	668	1016	742	143	253	823	823	321	75	358	444	2546	2778	725	5705	431	1181	4302	3867	503	237	5624	328	491	3913	3587	502	4001	192	196	62	103	134	144	92	52	219	CAGL0I09702g
148	37	34	128	160	119	19	16	115	105	29	102	19	42	491	418	45	1495	43	86	1407	827	40	248	2219	33	34	1628	1237	44	1703	92	139	68	83	67	77	40	14	71	CAGL0I09724g
326	467	191	255	224	288	267	397	224	183	240	47	547	743	493	534	652	903	312	219	395	449	473	424	663	623	243	414	317	263	436	398	364	158	209	225	219	347	103	151	CAGL0I09746g
302	213	196	175	279	144	128	213	106	105	196	96	256	344	253	305	471	642	295	711	491	598	460	272	889	535	395	729	710	443	795	345	333	146	176	198	203	143	104	132	CAGL0I09768g
1564	264	207	154	241	158	138	168	101	69	179	2707	216	333	294	278	562	973	568	1406	996	751	1034	6527	1592	733	957	1690	1267	1435	1668	7240	9355	3976	5217	4254	4836	861	863	800	CAGL0I09790g
4407	2473	2156	2473	3541	2336	1151	1665	1290	1089	1152	614	1390	1653	2304	2049	1366	2647	724	1745	1719	1390	1096	1925	2478	1751	1030	2310	1627	1122	1999	1939	1917	1223	1842	1879	2051	2212	1208	1677	CAGL0I09812g
123	68	59	56	68	57	56	62	25	24	29	29	59	75	77	54	97	82	48	68	55	45	69	220	117	67	41	65	59	104	61	61	103	147	241	238	229	143	43	55	CAGL0I09856g
5341	2950	2596	2382	3599	2561	1396	2288	1378	1141	1428	1099	1854	2272	2454	2493	2083	3435	1107	2935	2264	2364	2108	2909	3869	2905	1792	3180	2694	2208	3142	2783	2825	1934	2755	3015	3258	2606	1604	1931	CAGL0I09878g
166	102	109	83	123	72	50	81	49	54	73	82	65	94	93	101	139	204	79	233	166	189	120	155	290	114	93	230	218	124	266	196	234	116	133	149	165	111	73	77	CAGL0I09900g
827	538	468	234	415	246	165	259	87	89	208	224	229	301	230	207	390	460	213	581	373	264	304	490	469	211	285	364	378	275	450	674	672	348	446	452	495	586	378	336	CAGL0I09922g
911	787	677	584	875	673	518	828	409	390	572	86	759	886	706	825	950	1131	443	1159	771	921	639	199	1101	837	515	884	789	508	840	357	308	134	160	236	236	376	238	295	CAGL0I09966g
578	362	377	273	402	296	199	371	181	152	245	108	341	365	361	431	458	697	277	737	481	573	411	245	663	472	348	612	557	365	574	326	330	145	206	206	203	238	177	177	CAGL0I09988g
1877	100	73	80	101	135	27	41	26	28	17	6	18	39	40	44	37	82	13	41	54	85	26	15	76	25	14	54	37	21	60	147	147	22	15	73	36	563	287	377	CAGL0I10010g
442	578	445	438	578	584	508	689	419	419	484	27	719	910	904	1069	1291	1759	705	1518	1116	1273	1387	81	2063	1961	862	1745	1251	1140	1470	215	246	67	65	80	65	207	128	137	CAGL0I10054g
82	113	68	68	54	89	79	185	65	77	86	12	248	350	163	225	295	258	198	226	168	274	497	103	333	659	567	335	560	443	476	113	112	57	87	95	75	102	47	30	CAGL0I10098g
3	3	3	2	0	2	1	4	4	1	0	1	6	3	4	4	3	5	3	7	9	7	9	1	6	18	6	6	12	5	8	1	4	1	0	1	2	0	0	0	CAGL0I10125g
226	347	345	167	224	229	280	711	144	149	354	50	694	934	201	306	910	167	528	2268	99	113	966	117	153	773	1095	189	219	877	354	224	204	77	111	116	140	160	170	92	CAGL0I10147g
288	240	221	187	260	255	193	371	182	155	174	55	375	452	188	344	427	160	201	758	57	79	375	148	65	402	489	65	83	408	109	139	159	91	162	131	181	154	103	110	CAGL0I10211g
82	70	47	44	58	35	31	45	13	15	36	58	47	64	49	72	62	107	40	117	71	105	56	82	115	41	40	126	116	66	113	101	107	59	88	79	95	42	37	43	CAGL0I10224g
29	46	24	12	9	13	24	31	11	3	34	26	38	63	25	19	100	40	63	140	36	60	105	66	88	119	101	114	101	88	143	46	46	51	71	87	88	52	19	11	CAGL0I10246g
1569	1405	1334	1129	1621	1318	1080	1843	1014	1019	1423	166	2034	2669	2204	2717	3246	4561	1924	5467	3138	3851	2811	587	4632	2903	2214	3667	3557	2198	3726	966	1007	349	417	457	543	828	574	570	CAGL0I10296g
605	545	449	288	393	234	287	352	175	152	294	232	368	533	356	395	720	682	354	899	500	552	449	612	782	584	449	643	583	499	777	633	620	378	475	427	572	408	321	281	CAGL0I10318g
83	71	61	56	57	90	50	98	45	82	60	18	110	133	104	179	121	129	74	180	58	115	101	44	122	109	87	77	135	103	97	53	51	40	42	55	42	44	33	41	CAGL0I10340g
15	21	28	7	13	8	16	12	15	3	16	10	18	38	15	23	34	14	22	56	16	16	45	21	27	58	29	17	27	27	35	11	18	17	19	14	14	20	7	9	CAGL0I10362g
5710	4005	3820	4033	6284	4688	2415	3671	2661	2661	3013	461	3883	4991	5971	6902	8060	11532	4301	11766	7962	7224	6414	955	11996	4874	4430	8444	7581	5884	9443	816	970	633	569	810	812	1573	778	2111	CAGL0I10384g
3546	2831	2703	1881	2692	2076	1431	2350	1165	1011	1626	534	1988	2634	2059	2229	2600	3758	1253	3244	2347	2109	1708	1313	3102	2676	1603	2754	2024	1450	2039	1794	1892	812	1027	1269	1398	1959	1126	1441	CAGL0I10406g
914	700	590	480	795	578	441	667	378	350	468	194	638	773	853	1007	998	1714	529	1362	1165	1408	850	512	1843	922	684	1395	1422	734	1512	680	817	339	407	446	495	558	359	369	CAGL0I10428g
16	9	14	6	15	8	19	13	11	5	11	2	12	24	18	44	38	47	12	20	36	48	17	4	56	36	14	46	39	13	29	11	16	4	8	7	8	9	2	7	CAGL0I10450g
2594	2494	1691	1879	2325	2285	1791	2641	1442	1291	1932	223	2929	3872	2739	3281	3406	4597	1569	3149	2526	2749	2655	1276	3988	3894	2070	2905	2290	1708	2046	1801	1682	568	732	1017	1060	1749	735	990	CAGL0I10472g
4948	4734	4296	3119	4485	3718	3707	5544	2636	2453	4075	989	5963	7877	6007	6970	10230	13362	5384	10792	8819	8469	10032	3132	16058	17576	7711	13481	8359	6943	8147	4025	4192	1722	2532	2516	2745	2335	1421	1737	CAGL0I10494g
8034	7569	6703	5755	8632	6717	5433	7867	4440	4379	6049	497	8170	9970	9016	10763	13104	18537	6776	17335	12865	15638	10333	1535	22337	16485	7965	18531	15581	8098	16937	2475	2291	858	1018	1366	1526	2939	1897	2394	CAGL0I10516g
320	206	179	153	228	168	105	183	118	96	127	151	178	237	230	286	278	476	153	514	366	431	257	348	528	244	223	433	415	233	444	403	381	208	268	290	320	194	114	135	CAGL0I10538g
262	75	60	70	98	45	52	92	50	30	73	796	110	133	164	136	293	524	234	648	541	531	461	1619	816	339	421	837	774	522	1040	1938	2230	951	1252	1059	1305	228	197	150	CAGL0I10560g
352	436	323	279	499	389	353	521	320	300	446	37	595	736	679	815	1002	1667	553	1342	1118	1360	730	85	1530	1311	624	1469	1211	640	1301	143	148	48	68	83	76	133	75	130	CAGL0I10582g
83	84	76	39	69	51	51	91	36	34	58	12	72	84	59	65	103	96	55	174	75	93	76	61	151	87	62	128	118	81	115	51	59	28	40	35	43	53	34	41	CAGL0I10604g
1128	631	552	601	901	555	357	504	364	296	430	288	558	634	810	858	824	1472	461	1264	1020	1085	696	691	1287	733	516	1014	925	566	1241	706	967	452	573	511	609	510	366	433	CAGL0I10626g
18409	7377	6032	7975	11795	7444	1352	1985	2364	1910	2174	5639	2095	2768	5971	4613	3727	9677	2715	6047	6554	3846	3719	15924	7992	2440	2787	5474	4197	3864	5430	12516	16711	9485	11273	11956	12346	9327	5286	7996	CAGL0I10648g
198	46	38	32	47	31	25	38	21	18	41	377	63	71	71	57	135	195	127	307	204	197	176	891	332	203	213	308	360	252	343	991	1200	452	640	562	652	110	78	89	CAGL0I10670g
1126	838	764	552	883	608	460	688	416	340	501	183	625	777	812	824	876	1379	451	1273	990	1075	654	447	1467	812	637	1225	1036	612	1283	714	957	222	260	300	350	493	318	421	CAGL0I10725g
2063	1054	866	995	1509	1143	542	872	587	620	632	350	765	954	1548	1851	1201	2881	814	1903	2181	2111	1082	973	3024	872	759	2129	2049	1249	2343	3164	4724	539	675	726	599	682	444	694	CAGL0I10747g
516	472	390	261	418	283	255	381	178	134	279	145	309	430	311	286	510	564	246	628	419	387	345	357	646	478	359	598	464	479	561	406	454	216	314	315	395	331	220	217	CAGL0I10769g
146	210	182	126	162	96	91	150	68	49	128	34	151	197	195	170	262	499	159	320	425	335	154	84	533	200	152	403	336	152	368	328	316	119	168	145	150	139	105	80	CAGL0I10791g
471	283	207	163	207	155	156	197	94	64	153	117	152	270	149	200	331	375	195	490	253	317	232	248	438	338	243	363	424	338	470	312	359	181	271	269	278	286	170	174	CAGL0I10813g
651	436	341	308	402	317	177	265	162	118	198	228	270	312	305	285	281	591	166	443	365	395	270	606	513	260	240	427	362	270	359	703	808	364	433	489	524	387	260	261	CAGL0I10835g
630	423	366	309	451	327	211	308	170	152	265	208	345	429	416	429	574	858	339	863	642	602	478	469	766	450	392	704	597	416	784	583	656	269	352	371	433	404	278	303	CAGL0I10879g
534	496	441	264	377	243	235	311	119	113	281	183	332	463	352	295	529	858	231	538	654	657	361	452	927	633	423	968	949	360	1263	554	541	304	382	420	461	412	317	234	CAGL0I10901g
1365	1060	850	786	1217	920	615	995	441	488	683	183	968	1283	970	994	1068	1512	601	1809	959	1217	926	570	1393	950	840	1232	1210	789	1281	768	903	319	356	429	484	711	471	520	CAGL0I10923g
1586	1434	1230	957	1362	964	850	1280	596	543	823	334	1240	1612	1092	1239	1995	2255	1129	3250	1483	1560	1965	917	2365	2276	1582	1995	1506	1613	1548	1222	1184	531	749	850	820	1015	634	598	CAGL0I10945g
11320	5724	4423	3405	4961	3849	2576	3806	1742	1643	2711	1519	3279	4210	2690	2854	3938	3837	2023	5644	2427	2679	2747	3548	3239	2994	2532	2615	2654	2642	2724	4149	4133	2274	2638	3890	4238	6253	3638	4405	CAGL0I10967g
496	453	406	204	312	225	261	456	146	91	326	163	397	490	194	211	457	302	239	705	241	284	419	391	381	390	347	277	322	340	453	490	461	205	305	350	372	424	246	194	CAGL0I10989g
22892	6263	5220	3903	4390	3076	648	806	455	398	586	10562	620	843	795	668	1082	1413	1051	3018	1039	1103	1859	27107	1833	866	1605	1665	1651	2884	2167	24663	29411	17784	20602	22271	22621	11852	7866	9335	CAGL0J00165g
825	1127	928	638	936	692	891	1291	599	575	938	177	1271	1611	1157	1355	2155	2239	1265	3094	1539	1800	1726	408	2120	2384	1305	1906	1589	1285	1649	554	494	225	382	357	450	485	321	274	CAGL0J00187g
152	104	92	48	103	60	44	83	37	27	69	125	89	143	89	104	207	240	203	488	232	275	249	287	375	293	278	330	379	364	426	315	323	185	266	221	262	127	94	62	CAGL0J00209g
506	558	472	327	551	412	370	666	284	303	456	137	588	735	603	708	1015	1054	550	1423	753	757	930	347	1288	1101	621	1087	806	903	1016	741	909	189	315	288	274	285	223	182	CAGL0J00253g
392	216	206	184	247	184	127	158	138	101	132	346	190	243	240	224	318	523	219	509	370	368	358	922	751	474	292	656	471	423	630	1052	1124	569	687	699	838	244	172	205	CAGL0J00275g
447	240	215	151	237	133	130	197	90	80	194	272	222	270	261	266	453	445	319	894	395	405	491	597	590	353	452	484	530	526	658	717	785	338	559	453	595	295	226	194	CAGL0J00297g
543	386	351	232	340	219	182	261	107	102	188	162	250	323	247	211	386	430	235	718	360	323	298	345	481	333	332	389	384	347	514	425	442	294	351	307	366	347	251	234	CAGL0J00319g
1081	414	359	411	611	447	259	381	233	216	328	352	394	556	624	579	876	1296	508	1174	935	912	777	969	1368	815	566	1007	924	774	1032	762	883	572	800	770	947	454	302	473	CAGL0J00341g
38	9	10	3	11	3	6	9	4	2	7	15	3	9	5	5	15	18	11	13	16	18	16	30	40	13	21	33	38	18	52	13	12	39	42	37	34	15	11	10	CAGL0J00363g
234	96	88	71	93	76	54	86	57	48	78	286	98	118	164	177	231	419	145	253	408	287	178	800	596	109	126	493	395	182	502	639	685	418	555	549	677	164	133	118	CAGL0J00385g
655	471	492	437	628	405	366	530	319	318	433	122	583	675	740	846	902	1315	463	1192	902	1013	596	333	1232	608	499	939	931	507	1058	401	434	213	276	305	302	335	203	232	CAGL0J00407g
3892	2189	2115	2712	4101	3536	2253	3956	2807	3255	2944	635	3913	4969	5919	7157	6027	9673	3090	7837	5962	5997	3490	2145	6428	4086	3544	5960	4777	4151	5101	2910	2887	788	976	1342	1540	891	641	1089	CAGL0J00429g
275	366	866	667	1133	1425	3211	8024	3206	3715	6076	36	8247	11644	7774	9725	11975	15656	6022	19752	10226	10655	7544	1291	13284	7506	6957	14636	8670	5453	7773	583	476	104	155	336	476	79	93	64	CAGL0J00451g
528	117	120	98	149	90	85	162	92	74	142	1351	169	235	296	245	475	947	387	972	897	776	671	2999	1466	628	613	1374	1125	769	1385	3260	4118	1706	2097	1700	2112	350	306	289	CAGL0J00473g
791	516	409	327	523	318	247	356	211	164	289	291	351	426	371	394	469	595	271	762	440	456	375	868	591	405	318	463	451	347	559	1200	1432	614	744	772	887	544	356	270	CAGL0J00495g
91	57	50	33	44	43	30	36	12	20	51	31	40	68	59	55	85	174	51	97	142	131	90	92	253	118	91	258	247	65	288	90	115	40	57	59	59	67	34	36	CAGL0J00517g
1299	923	836	637	945	657	507	753	416	333	540	267	668	885	728	812	1146	1503	589	1590	1114	1088	1010	664	1749	1164	827	1512	1235	915	1449	871	1014	454	546	645	631	786	468	475	CAGL0J00539g
17866	7149	6173	6411	9574	6556	2287	3888	2728	2352	2635	1648	3136	3909	4946	4652	3076	6340	1394	3554	3418	2611	1948	5532	4175	2837	1637	2808	2194	1557	2876	2905	3195	3205	4456	6158	6390	10002	4602	6889	CAGL0J00561g
4110	4092	3379	3068	4690	3750	2735	4084	2404	2235	2626	291	3344	4146	3787	4388	4656	6426	2243	5771	3793	4324	3541	842	5834	5042	2712	4629	3872	2489	3824	1506	1477	583	678	868	838	1716	959	1279	CAGL0J00583g
4928	4182	3311	2499	3836	2832	2393	3387	1719	1464	2502	863	3099	4024	3300	3497	4659	5761	2378	5856	3685	4049	3621	2199	5600	4623	2657	4323	3777	2818	3787	2750	2956	1468	1524	2067	2118	3117	1775	2017	CAGL0J00605g
1410	1099	1064	845	1313	957	717	1093	653	607	841	205	1048	1463	1259	1387	1542	2293	761	2004	1357	1446	996	554	1968	1502	920	1664	1353	846	1372	813	772	378	518	533	630	656	441	434	CAGL0J00627g
2021	713	652	613	858	563	269	341	255	168	276	1281	331	492	612	519	642	1396	428	920	897	548	716	3302	1325	746	640	1094	705	732	826	2859	3870	2136	2614	2604	2559	1140	681	1009	CAGL0J00649g
2158	1323	1174	1243	1896	1358	810	1357	787	676	1029	719	1243	1567	1516	1558	1282	1994	528	1441	1052	978	871	1645	1231	837	709	915	898	652	1058	1502	1843	953	1049	1259	1375	1131	715	889	CAGL0J00671g
1045	761	662	509	740	551	639	1015	398	327	610	256	831	998	863	924	1227	1422	622	1775	1049	1284	918	520	2038	957	878	1863	1707	1183	2288	819	820	364	560	563	613	602	460	424	CAGL0J00693g
23	19	21	9	18	10	16	23	4	8	22	11	20	31	13	28	49	32	41	133	25	44	63	37	50	74	79	37	40	59	53	28	29	18	32	25	15	18	9	13	CAGL0J00715g
11024	3033	2841	1747	2322	1460	544	781	313	306	651	6266	679	994	793	695	1306	1405	1225	3735	1349	1154	2100	14281	2032	1252	2034	2010	1948	3059	3201	15604	18175	9667	11046	11130	11810	6693	4877	4830	CAGL0J00737g
1442	1162	1007	675	1125	729	688	968	518	480	800	639	1044	1259	1188	1232	1671	2107	955	2966	1737	2129	1512	1479	2688	1469	1298	2334	2550	1401	2976	1741	1946	937	1176	1176	1351	1032	700	632	CAGL0J00759g
1757	1336	1028	878	1277	939	753	1168	582	503	778	635	1090	1317	1253	1430	1702	2343	936	2498	1669	1705	1418	1674	2709	1496	1173	2107	1961	1330	2208	2031	2183	980	1224	1321	1417	1045	715	746	CAGL0J00781g
2020	2229	1822	1577	2365	1994	1667	2406	1435	1367	1773	118	2528	2746	3171	3747	4059	5284	2044	5387	3207	4036	3352	413	4816	3905	2419	3822	3703	2582	3841	764	641	260	347	454	441	922	572	656	CAGL0J00803g
1061	1202	954	862	1087	999	832	1269	625	658	938	77	1548	2116	1355	1793	2655	2750	1532	3483	1887	2540	3155	316	3204	3674	2275	2457	2349	2117	2221	573	475	236	325	377	356	688	335	360	CAGL0J00825g
4152	4638	3583	4076	3759	5089	3871	6235	2869	3094	3516	332	7870	10040	6519	9273	11110	9396	5956	11127	5061	6968	13503	2940	9367	18096	12458	6734	7023	10379	5971	6760	8431	2955	3503	2178	2156	2659	1257	1338	CAGL0J00847g
30	18	10	14	9	12	8	13	14	10	17	44	32	42	38	44	55	134	46	24	52	130	87	303	129	164	49	95	146	76	163	290	244	139	255	218	199	42	18	22	CAGL0J00869g
